SpectrogramFile,RawIQFile,Class,Scenario,CenterFrequency_Hz,SampleRate_Hz,ReceiverGain_dB,SNR_dB,FrequencyOffset_MHz,ADC_ClipRatio
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00002.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00002.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-3.75614962041436,10,-16.5118852900204,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00003.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00003.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-6.40185183870213,10,15.4435638492722,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00003.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00003.mat,Noise,Receiver noise floor,2437000000,40000000,0.204611072113117,NaN,NaN,1.220703125e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00003.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00003.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-5.49945447487032,-4,16.8663226213392,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00003.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00003.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,6.05728173797984,-4,-0.902561097021547,0.03013916015625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00003.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00003.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-3.64885872537024,2,0.273054982284236,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00003.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00003.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,3.66959420716997,10,-18.34482339027,0.0103515625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00004.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00004.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-1.06921504619897,-4,-0.148158589629293,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00004.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00004.mat,Noise,Receiver noise floor,2437000000,40000000,2.16192238557516,NaN,NaN,0.00106201171875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00004.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00004.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-5.24877632326466,10,-4.88749309888622,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00004.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00004.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,7.2208476285468,-6,-1.70135432910208,0.0636474609375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00004.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00004.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-6.27938714873194,-2,5.55415931934859,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00004.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00004.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,0.8226964182955,-2,18.0106060138257,2.44140625e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00005.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00005.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,1.62819016856082,15,-16.005938370774,0.00489501953125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00005.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00005.mat,Noise,Receiver noise floor,2437000000,40000000,-9.94513193892572,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00005.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00005.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,6.62339650490466,15,-4.60250923759416,0.04654541015625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00005.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00005.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,1.31211636678099,8,0.480041340592149,0.00010986328125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00005.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00005.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-3.36723145721494,0,-5.19362367207371,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00005.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00005.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,1.89792747717664,20,-16.7410213876793,0.00091552734375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00006.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00006.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-7.58422036245268,0,-10.8441960343115,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00006.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00006.mat,Noise,Receiver noise floor,2437000000,40000000,-1.40746116895889,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00006.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00006.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,4.973686807128,0,-17.2368562347966,0.02269287109375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00006.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00006.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,1.8650934816719,30,1.97495083394209,0.0009765625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00006.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00006.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-5.33318789556369,8,-2.94129767898433,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00006.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00006.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-1.74913283304727,6,-16.3659752504516,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00007.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00007.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-3.89736551439305,0,-1.94952732023263,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00007.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00007.mat,Noise,Receiver noise floor,2437000000,40000000,-7.38007728846707,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00007.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00007.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,2.18513443888749,2,7.19738442712646,0.0007568359375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00007.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00007.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,7.82448952964457,12,2.48962486262617,0.0904296875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00007.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00007.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,4.66954029893817,12,3.0705360664542,0.0557373046875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00007.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00007.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,2.42752619490898,15,16.3750678491565,0.00657958984375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00008.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00008.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,4.81590237329967,15,-13.7971410514389,0.26968994140625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00008.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00008.mat,Noise,Receiver noise floor,2437000000,40000000,0.568815581897043,NaN,NaN,2.44140625e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00008.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00008.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,2.49964059103043,30,-9.82821980161417,2.44140625e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00008.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00008.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,5.34226782010944,8,2.41644404010288,0.0086181640625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00008.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00008.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-5.49143442058325,4,7.63342104684692,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00008.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00008.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,7.38778628305049,2,18.4433270383257,0.100634765625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00009.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00009.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-7.8680707487021,12,10.203484598853,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00009.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00009.mat,Noise,Receiver noise floor,2437000000,40000000,-4.48958509817597,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00009.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00009.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-3.03746455523397,30,6.72164822759945,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00009.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00009.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,4.87944445557975,6,-0.650823055491379,0.00980224609375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00009.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00009.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,5.9554468804915,2,-7.16377286208338,0.01680908203125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00009.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00009.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,5.43199677500744,2,16.4403445199789,0.0172119140625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00010.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00010.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-2.15182548983848,15,0.997158706908273,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00010.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00010.mat,Noise,Receiver noise floor,2437000000,40000000,-7.00024106950029,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00010.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00010.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,4.7054737697387,-4,-14.784146028775,0.0139892578125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00010.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00010.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,4.81485895973964,-2,-2.28617554543701,0.00679931640625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00010.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00010.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,0.281070862681695,4,7.79675383529877,1.220703125e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00010.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00010.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-3.57317099424458,2,-18.1418040969316,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00011.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00011.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,4.30603886678691,20,9.74746857814067,0.50675048828125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00011.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00011.mat,Noise,Receiver noise floor,2437000000,40000000,-1.48259636873334,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00011.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Unknown\Unknown_sdrsim_iq_00011.mat,Unknown,Unknown SDR-like RF signal,2437000000,40000000,6.63810684828778,-6,16.4139699070614,0.0384033203125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00011.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi\WiFi_sdrsim_iq_00011.mat,WiFi,WiFi SDR-like capture,2437000000,40000000,1.93913963949399,0,-1.34635359209699,0.000390625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00011.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_iq_00011.mat,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,7.96288149513613,6,2.06168389564606,0.07076416015625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00011.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_iq_00011.mat,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,4.75987072901478,30,-17.7988789836213,0.00885009765625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00012.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Bluetooth\Bluetooth_sdrsim_iq_00012.mat,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,0.172851267080771,-2,-5.88692779534286,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00012.png,C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\raw_iq_samples\Noise\Noise_sdrsim_iq_00012.mat,Noise,Receiver noise floor,2437000000,40000000,-3.97055800118939,NaN,NaN,0
